postcode,Suburb,state
3726,DEVENISH,VIC
3726,THOONA,VIC
3727,ALMONDS,VIC
3727,LAKE ROWAN,VIC
3727,PELLUEBLA,VIC
3727,ST JAMES,VIC
3727,WAGGARANDALL,VIC
3727,YUNDOOL,VIC
3728,BOOMAHNOOMOONAH,VIC
3728,TUNGAMAH,VIC
3728,WILBY,VIC
3728,YOUARANG,VIC
3730,BATHUMI,VIC
3730,BOOSEY,VIC
3730,BUNDALONG,VIC
3730,BUNDALONG SOUTH,VIC
3730,BURRAMINE,VIC
3730,BURRAMINE SOUTH,VIC
3730,ESMOND,VIC
3730,TELFORD,VIC
3730,YARRAWONGA,VIC
3730,YARRAWONGA SOUTH,VIC
3732,MOYHU,VIC
3732,MYRRHEE,VIC
3733,WHITFIELD,VIC
3735,BOWMANS FOREST,VIC
3735,WHOROULY,VIC
3735,WHOROULY EAST,VIC
3735,WHOROULY SOUTH,VIC
3736,MYRTLEFORD,VIC
3737,ABBEYARD,VIC
3737,BARWIDGEE,VIC
3737,BUFFALO RIVER,VIC
3737,DANDONGADALE,VIC
3737,GAPSTED,VIC
3737,HAVILAH,VIC
3737,HAVILLAH,VIC
3737,MERRIANG,VIC
3737,MERRIANG SOUTH,VIC
3737,MUDGEGONGA,VIC
3737,MYRTLEFORD,VIC
3737,NUG NUG,VIC
3737,ROSEWHITE,VIC
3737,SELWYN,VIC
3737,WONNANGATTA,VIC
3738,OVENS,VIC
3739,EUROBIN,VIC
3740,BUCKLAND,VIC
3740,MOUNT BUFFALO,VIC
3740,POREPUNKAH,VIC
3741,BRIGHT,VIC
3741,FREEBURGH,VIC
3741,GERMANTOWN,VIC
3741,HARRIETVILLE,VIC
3741,HOTHAM HEIGHTS,VIC
3741,MOUNT HOTHAM,VIC
3741,SMOKO,VIC
3744,WANDILIGONG,VIC
3746,ELDORADO,VIC
3747,BAARMUTHA,VIC
3747,BEECHWORTH,VIC
3747,HURDLE FLAT,VIC
3747,MURMUNGEE,VIC
3747,SILVER CREEK,VIC
3747,STANLEY,VIC
3747,WOOLSHED,VIC
3747,WOORAGEE,VIC
3749,BRUARONG,VIC
3749,YACKANDANDAH,VIC
3750,WOLLERT,VIC
3751,WOODSTOCK,VIC
3752,MORANG SOUTH,VIC
3752,SOUTH MORANG,VIC
3753,BEVERIDGE,VIC
3754,DOREEN,VIC
3754,MERNDA,VIC
3755,YAN YEAN,VIC
3756,CHINTIN,VIC
3756,DARRAWEIT GUIM,VIC
3756,HIDDEN VALLEY,VIC
3756,UPPER PLENTY,VIC
3756,WALLAN,VIC
3756,WALLAN EAST,VIC
3757,BRUCES CREEK,VIC
3757,EDEN PARK,VIC
3757,HUMEVALE,VIC
3757,KINGLAKE CENTRAL,VIC
3757,KINGLAKE WEST,VIC
3757,PHEASANT CREEK,VIC
3757,WHITTLESEA,VIC
3758,HEATHCOTE JUNCTION,VIC
3758,WANDONG,VIC
3759,PANTON HILL,VIC
3760,SMITHS GULLY,VIC
3761,ST ANDREWS,VIC
3762,BYLANDS,VIC
3763,KINGLAKE,VIC
3763,MOUNT SLIDE,VIC
3764,FORBES,VIC
3764,GLENAROUA,VIC
3764,HIGH CAMP,VIC
3764,KILMORE,VIC
3764,KILMORE EAST,VIC
3764,MORANDING,VIC
3764,TANTARABOO,VIC
3764,WILLOWMAVIN,VIC
3765,MONTROSE,VIC
3766,KALORAMA,VIC
3767,MOUNT DANDENONG,VIC
3770,COLDSTREAM,VIC
3770,GRUYERE,VIC
3770,YERING,VIC
3775,CHRISTMAS HILLS,VIC
3775,DIXONS CREEK,VIC
3775,STEELS CREEK,VIC
3775,TARRAWARRA,VIC
3775,YARRA GLEN,VIC
3777,BADGER CREEK,VIC
3777,CASTELLA,VIC
3777,CHUM CREEK,VIC
3777,HEALESVILLE,VIC
3777,HEALESVILLE MAIN STREET,VIC
3777,HEALESVILLE POST SHOP,VIC
3777,MOUNT TOOLEBEWONG,VIC
3777,TOOLANGI,VIC
3778,FERNSHAW,VIC
3778,NARBETHONG,VIC
3779,CAMBARVILLE,VIC
3779,MARYSVILLE,VIC
3781,COCKATOO,VIC
3781,MOUNT BURNETT,VIC
3781,NANGANA,VIC
3782,AVONSLEIGH,VIC
3782,CLEMATIS,VIC
3782,EMERALD,VIC
3782,MACCLESFIELD,VIC
3783,GEMBROOK,VIC
3785,TREMONT,VIC
3786,FERNY CREEK,VIC
3787,SASSAFRAS,VIC
3787,SASSAFRAS GULLY,VIC
3788,OLINDA,VIC
3789,SHERBROOKE,VIC
3791,KALLISTA,VIC
3792,THE PATCH,VIC
3793,MONBULK,VIC
3795,SILVAN,VIC
3796,MOUNT EVELYN,VIC
3797,GILDEROY,VIC
3797,GLADYSDALE,VIC
3797,POWELLTOWN,VIC
3797,THREE BRIDGES,VIC
3797,YARRA JUNCTION,VIC
3799,BIG PATS CREEK,VIC
3799,EAST WARBURTON,VIC
3799,MCMAHONS CREEK,VIC
3799,MILLGROVE,VIC
3799,REEFTON,VIC
3799,WARBURTON,VIC
3799,WESBURN,VIC
3800,MONASH UNIVERSITY,VIC
3802,ENDEAVOUR HILLS,VIC
3803,HALLAM,VIC
3804,NARRE WARREN EAST,VIC
3804,NARRE WARREN NORTH,VIC
3805,FOUNTAIN GATE,VIC
3805,NARRE WARREN,VIC
3805,NARRE WARREN SOUTH,VIC
3806,BERWICK,VIC
3806,HARKAWAY,VIC
3807,BEACONSFIELD,VIC
3807,GUYS HILL,VIC
3808,BEACONSFIELD UPPER,VIC
3808,DEWHURST,VIC
3809,OFFICER,VIC
3809,OFFICER SOUTH,VIC
3810,PAKENHAM,VIC
3810,PAKENHAM SOUTH,VIC
3810,PAKENHAM UPPER,VIC
3810,RYTHDALE,VIC
3812,MARYKNOLL,VIC
3812,NAR NAR GOON,VIC
3812,NAR NAR GOON NORTH,VIC
3813,TYNONG,VIC
3813,TYNONG NORTH,VIC
3814,CORA LYNN,VIC
3814,GARFIELD,VIC
3814,GARFIELD NORTH,VIC
3814,VERVALE,VIC
3815,BUNYIP,VIC
3815,BUNYIP NORTH,VIC
3815,IONA,VIC
3815,TONIMBUK,VIC
3816,LABERTOUCHE,VIC
3816,LONGWARRY,VIC
3816,LONGWARRY NORTH,VIC
3816,MODELLA,VIC
3818,ATHLONE,VIC
3818,DROUIN,VIC
3818,DROUIN EAST,VIC
3818,DROUIN SOUTH,VIC
3818,DROUIN WEST,VIC
3818,HALLORA,VIC
3818,JINDIVICK,VIC
3818,RIPPLEBROOK,VIC
3818,TARAGO,VIC
3820,BONA VISTA,VIC
3820,LILLICO,VIC
3820,WARRAGUL,VIC
3821,BRANDY CREEK,VIC
3821,BRAVINGTON,VIC
3821,BULN BULN,VIC
3821,BULN BULN EAST,VIC
3821,CROSSOVER,VIC
3821,ELLINBANK,VIC
3821,FERNDALE,VIC
3821,LARDNER,VIC
3821,NAYOOK,VIC
3821,NEERIM JUNCTION,VIC
3821,NEERIM NORTH,VIC
3821,NILMA,VIC
3821,NILMA NORTH,VIC
3821,ROKEBY,VIC
3821,SEAVIEW,VIC
3821,SHADY CREEK,VIC
3821,TETOORA ROAD,VIC
3821,TORWOOD,VIC
3821,WARRAGUL SOUTH,VIC
3821,WARRAGUL WEST,VIC
3822,CLOVERLEA,VIC
3822,DARNUM,VIC
3822,GAINSBOROUGH,VIC
3823,ALLAMBEE,VIC
3823,YARRAGON,VIC
3823,YARRAGON SOUTH,VIC
3824,CHILDERS,VIC
3824,NARRACAN,VIC
3824,THORPDALE SOUTH,VIC
3824,TRAFALGAR,VIC
3824,TRAFALGAR EAST,VIC
3824,TRAFALGAR SOUTH,VIC
3825,ABERFELDY,VIC
3825,AMOR,VIC
3825,BOOLA,VIC
3825,CARINGAL,VIC
3825,COALVILLE,VIC
3825,COOPERS CREEK,VIC
3825,ERICA,VIC
3825,FUMINA,VIC
3825,FUMINA SOUTH,VIC
3825,HERNES OAK,VIC
3825,HILL END,VIC
3825,JACOB CREEK,VIC
3825,JERICHO,VIC
3825,MOE,VIC
3825,MOE SOUTH,VIC
3825,MOONDARRA,VIC
3825,NEWBOROUGH,VIC
3825,NEWBOROUGH EAST,VIC
3825,RAWSON,VIC
3825,TANJIL,VIC
3825,TANJIL SOUTH,VIC
3825,THALLOO,VIC
3825,THALOO,VIC
3825,THOMSON,VIC
3825,TOOMBON,VIC
3825,WALHALLA,VIC
3825,WALHALLA EAST,VIC
3825,WESTBURY,VIC
3825,WILLOW GROVE,VIC
3825,YALLOURN,VIC
3825,YALLOURN NORTH,VIC
3831,NEERIM,VIC
3831,NEERIM EAST,VIC
3831,NEERIM SOUTH,VIC
3832,NAYOOK,VIC
3832,NEERIM JUNCTION,VIC
3832,NEERIM NORTH,VIC
3833,ADA,VIC
3833,BAW BAW,VIC
3833,BAW BAW VILLAGE,VIC
3833,GENTLE ANNIE,VIC
3833,ICY CREEK,VIC
3833,LOCH VALLEY,VIC
3833,MT BAW BAW,VIC
3833,NOOJEE,VIC
3833,PIEDMONT,VIC
3833,TANJIL BREN,VIC
3833,TOORONGO,VIC
3833,VESPER,VIC
3835,THORPDALE,VIC
3840,DRIFFIELD,VIC
3840,HAZELWOOD,VIC
3840,HAZELWOOD NORTH,VIC
3840,HAZELWOOD SOUTH,VIC
3840,JEERALANG,VIC
3840,JEERALANG JUNCTION,VIC
3840,MARYVALE,VIC
3840,MID VALLEY,VIC
3840,MORWELL,VIC
3840,MORWELL EAST,VIC
3840,MORWELL UPPER,VIC
3841,GIPPSLAND MC,VIC
3842,CHURCHILL,VIC
3844,BLACKWARRY,VIC
3844,CALLIGNEE,VIC
3844,CALLIGNEE NORTH,VIC
3844,CALLIGNEE SOUTH,VIC
3844,CARRAJUNG,VIC
3844,CARRAJUNG LOWER,VIC
3844,CARRAJUNG SOUTH,VIC
3844,FLYNN,VIC
3844,FLYNNS CREEK,VIC
3844,KOORNALLA,VIC
3844,LOY YANG,VIC
3844,MOUNT TASSIE,VIC
3844,TRARALGON,VIC
3844,TRARALGON EAST,VIC
3844,TRARALGON SOUTH,VIC
3844,TYERS,VIC
3844,WILLUNG SOUTH,VIC
3847,HIAMDALE,VIC
3847,NAMBROK,VIC
3847,ROSEDALE,VIC
3847,WILLUNG,VIC
3847,WILLUNG SOUTH,VIC
3850,GIFFARD,VIC
3850,GUTHRIDGE,VIC
3850,SALE,VIC
3850,SALE NORTH,VIC
3850,WURRUK,VIC
3851,AIRLY,VIC
3851,BUNDALAGUAH,VIC
3851,CLYDEBANK,VIC
3851,COBAINS,VIC
3851,DARRIMAN,VIC
3851,DUTSON,VIC
3851,DUTSON DOWNS,VIC
3851,FLAMINGO BEACH,VIC
3851,FULHAM,VIC
3851,GIFFARD,VIC
3851,GIFFARD WEST,VIC
3851,GLOMAR BEACH,VIC
3851,GOLDEN BEACH,VIC
3851,KILMANY,VIC
3851,LAKE WELLINGTON,VIC
3851,LOCH SPORT,VIC
3851,LONGFORD,VIC
3851,MONTGOMERY,VIC
3851,MYRTLEBANK,VIC
3851,PARADISE BEACH,VIC
3851,PEARSONDALE,VIC
3851,SEACOMBE,VIC
3851,SEASPRAY,VIC
3851,SOMERTON PARK,VIC
3851,STRADBROKE,VIC
3851,THE HEART,VIC
3851,THE HONEYSUCKLES,VIC
3852,EAST SALE,VIC
3852,EAST SALE RAAF,VIC
3852,SALE EAST RAAF,VIC
3853,SALE,VIC
3854,GLENGARRY,VIC
3854,GLENGARRY NORTH,VIC
3854,GLENGARRY WEST,VIC
3856,TOONGABBIE,VIC
3857,COWWARR,VIC
3858,ARBUCKLE,VIC
3858,BILLABONG,VIC
3858,BURAGWONDUC,VIC
3858,CROOKAYAN,VIC
3858,DAWSON,VIC
3858,DENISON,VIC
3858,GILLUM,VIC
3858,GLEN FALLOCH,VIC
3858,GLENFALLOCH,VIC
3858,GLENMAGGIE,VIC
3858,HEYFIELD,VIC
3858,HOWITT PLAINS,VIC
3858,LICOLA,VIC
3858,LICOLA NORTH,VIC
3858,REYNARD,VIC
3858,SARGOOD,VIC
3858,SEATON,VIC
3858,TAMBORITHA,VIC
3858,WINNINDOO,VIC
3858,WORROWING,VIC
3858,YANGOURA,VIC
3859,MAFFRA WEST UPPER,VIC
3859,MEWBURN PARK,VIC
3859,NEWRY,VIC
3859,TINAMBA,VIC
3859,TINAMBA WEST,VIC
3860,BOISDALE,VIC
3860,BRIAGOLONG,VIC
3860,BUSHY PARK,VIC
3860,COONGULLA,VIC
3860,KOOROOL,VIC
3860,MAFFRA,VIC
3860,MONOMAK,VIC
3860,MOROKA,VIC
3860,NAP NAP MARRA,VIC
3860,NUNTIN,VIC
3860,RIVERSLEA,VIC
3860,TOOLOME,VIC
3860,VALENCIA CREEK,VIC
3860,WOOLENOOK,VIC
3860,WRATHUNG,VIC
3860,WRIXON,VIC
3862,BUDGEE BUDGEE,VIC
3862,CASTLEBURN,VIC
3862,COBBANNAH,VIC
3862,COWA,VIC
3862,CROOKED RIVER,VIC
3862,DARGO,VIC
3862,HAWKHURST,VIC
3862,HOLLANDS LANDING,VIC
3862,LLOWALONG,VIC
3862,MEERLIEU,VIC
3862,MIOWERA,VIC
3862,MOORNAPA,VIC
3862,MUNRO,VIC
3862,PERRY BRIDGE,VIC
3862,STOCKDALE,VIC
3862,STRATFORD,VIC
3862,WATERFORD,VIC
3862,WONGUNGARRA,VIC
3864,FERNBANK,VIC
3864,GLENALADALE,VIC
3864,THE FINGERBOARD,VIC
3865,LINDENOW,VIC
3869,JUMBUK,VIC
3869,YINNAR,VIC
3869,YINNAR SOUTH,VIC
3870,BOOLARRA,VIC
3870,BOOLARRA SOUTH,VIC
3870,BUDGEREE,VIC
3870,BUDGEREE EAST,VIC
3870,GRAND RIDGE,VIC
3870,JOHNSTONES HILL,VIC
3870,MIRBOO EAST,VIC
3871,ALLAMBEE RESERVE,VIC
3871,ALLAMBEE SOUTH,VIC
3871,BAROMI,VIC
3871,DARLIMURLA,VIC
3871,DELBURN,VIC
3871,DOLLAR,VIC
3871,LIMONITE,VIC
3871,MIRBOO,VIC
3871,MIRBOO NORTH,VIC
3871,TARWIN EAST,VIC
3873,GORMANDALE,VIC
3874,CARRAJUNG SOUTH,VIC
3874,CHERRILONG,VIC
3874,MCLOUGHLINS BEACH,VIC
3874,WOODSIDE,VIC
3874,WOODSIDE BEACH,VIC
3874,WOODSIDE NORTH,VIC
3875,BAIRNSDALE,VIC
3875,BANKSIA PENINSULA,VIC
3875,BENGWORDEN,VIC
3875,BROADLANDS,VIC
3875,BULLUMWAAL,VIC
3875,CALULU,VIC
3875,CLIFTON CREEK,VIC
3875,DEPTFORD,VIC
3875,EAST BAIRNSDALE,VIC
3875,EASTWOOD,VIC
3875,ELLASWOOD,VIC
3875,FAIRY DELL,VIC
3875,FLAGGY CREEK,VIC
3875,FORGE CREEK,VIC
3875,GOON NURE,VIC
3875,GRANITE ROCK,VIC
3875,HILLSIDE,VIC
3875,HOLLANDS LANDING,VIC
3875,IGUANA CREEK,VIC
3875,LINDENOW SOUTH,VIC
3875,LUCKNOW,VIC
3875,MARTHAVALE,VIC
3875,MELWOOD,VIC
3875,MERRIJIG,VIC
3875,MOUNT TAYLOR,VIC
3875,NEWLANDS ARM,VIC
3875,RYANS,VIC
3875,SARSFIELD,VIC
3875,TABBERABBERA,VIC
3875,WALPA,VIC
3875,WATERHOLES,VIC
3875,WENTWORTH,VIC
3875,WOODGLEN,VIC
3875,WUK WUK,VIC
3875,WY YUNG,VIC
3878,EAGLE POINT,VIC
3880,BOOLE POOLE,VIC
3880,OCEAN GRANGE,VIC
3880,PAYNESVILLE,VIC
3880,RAYMOND ISLAND,VIC
3882,NICHOLSON,VIC
3885,BRUMBY,VIC
3885,BRUTHEN,VIC
3885,BUCHAN,VIC
3885,BUCHAN SOUTH,VIC
3885,BUTCHERS RIDGE,VIC
3885,GELANTIPY,VIC
3885,MOSSIFACE,VIC
3885,MURRINDAL,VIC
3885,SUGGAN BUGGAN,VIC
3885,TAMBO UPPER,VIC
3885,TIMBARRA,VIC
3885,W TREE,VIC
3885,WISELEIGH,VIC
3885,WULGULMERANG,VIC
3885,WULGULMERANG EAST,VIC
3885,WULGULMERANG WEST,VIC
3885,YALMY,VIC
3886,NEWMERELLA,VIC
3887,LAKE TYERS,VIC
3887,NOWA NOWA,VIC
3887,WAIREWA,VIC
3888,BENDOC,VIC
3888,BETE BOLONG,VIC
3888,BETE BOLONG NORTH,VIC
3888,BONANG,VIC
3888,BRODRIBB RIVER,VIC
3888,CABANANDRA,VIC
3888,CAPE CONRAN,VIC
3888,CORRINGLE,VIC
3888,DEDDICK VALLEY,VIC
3888,DELEGATE RIVER,VIC
3888,DELEGATE RIVER EAST,VIC
3888,DELLICKNORA,VIC
3888,GOONGERAH,VIC
3888,HAYDENS BOG,VIC
3888,JARRAHMOND,VIC
3888,LOCHEND,VIC
3888,MARLO,VIC
3888,MARTINS CREEK,VIC
3888,NURRAN,VIC
3888,OMEO VALLEY,VIC
3888,ORBOST,VIC
3888,SIMPSONS CREEK,VIC
3888,TOSTAREE,VIC
3888,TUBBUT,VIC
3888,WAYGARA,VIC
3888,WOMBAT CREEK,VIC
3889,BELL BIRD CREEK,VIC
3889,BELLBIRD CREEK,VIC
3889,BEMM RIVER,VIC
3889,CABBAGE TREE CREEK,VIC
3889,CLUB TERRACE,VIC
3889,COMBIENBAR,VIC
3889,ERRINUNDRA,VIC
3889,MANORINA,VIC
3890,BULDAH,VIC
3890,CANN RIVER,VIC
3890,CHANDLERS CREEK,VIC
3890,NOORINBEE,VIC
3890,NOORINBEE NORTH,VIC
3890,TAMBOON,VIC
3890,TONGHI CREEK,VIC
3890,WEERAGUA,VIC
3891,GENOA,VIC
3891,GIPSY POINT,VIC
3891,MARAMINGO CREEK,VIC
3891,WALLAGARAUGH,VIC
3891,WANGARABELL,VIC
3891,WINGAN RIVER,VIC
3891,WROXHAM,VIC
3892,MALLACOOTA,VIC
3893,DOUBLE BRIDGES,VIC
3893,STIRLING,VIC
3893,TAMBO CROSSING,VIC
3895,DOCTORS FLAT,VIC
3895,ENSAY,VIC
3895,ENSAY NORTH,VIC
3895,REEDY CREEK,VIC
3895,REEDY FLAT,VIC
3896,BINDI,VIC
3896,BROOKVILLE,VIC
3896,NUNNIONG,VIC
3896,SWIFTS CREEK,VIC
3896,TONGIO,VIC
3898,ANGLERS REST,VIC
3898,BINGO,VIC
3898,BINGO MUNJIE,VIC
3898,BUNDARA,VIC
3898,CASSILIS,VIC
3898,COBUNGRA,VIC
3898,DINNER PLAIN,VIC
3898,GLEN VALLEY,VIC
3898,GLEN WILLS,VIC
3898,HINNOMUNJIE,VIC
3898,OMEO,VIC
3898,OMEO VALLEY,VIC
3898,SHANNONVALE,VIC
3900,BENAMBRA,VIC
3900,COBBERAS,VIC
3900,UPLANDS,VIC
3902,BUMBERRAH,VIC
3902,JOHNSONVILLE,VIC
3903,SWAN REACH,VIC
3904,METUNG,VIC
3909,KALIMNA,VIC
3909,KALIMNA WEST,VIC
3909,LAKE BUNGA,VIC
3909,LAKE TYERS BEACH,VIC
3909,LAKES ENTRANCE,VIC
3909,NUNGURNER,VIC
3909,NYERIMILANG,VIC
3909,TOORLOO ARM,VIC
3910,LANGWARRIN,VIC
3911,BAXTER,VIC
3911,LANGWARRIN SOUTH,VIC
3912,PEARCEDALE,VIC
3912,SOMERVILLE,VIC
3913,TYABB,VIC
3915,HASTINGS,VIC
3915,TUERONG,VIC
3916,MERRICKS,VIC
3916,POINT LEO,VIC
3916,SHOREHAM,VIC
3918,BITTERN,VIC
3919,CRIB POINT,VIC
3920,FLINDERS NAVAL DEPOT,VIC
3920,HMAS CERBERUS,VIC
3921,ELIZABETH ISLAND,VIC
3921,FRENCH ISLAND,VIC
3921,TANKERTON,VIC
3922,COWES,VIC
3922,SILVERLEAVES,VIC
3922,SMITHS BEACH,VIC
3922,SUMMERLANDS,VIC
3922,SUNDERLAND BAY,VIC
3922,SUNSET STRIP,VIC
3922,SURF BEACH,VIC
3922,VENTNOR,VIC
3922,WIMBLEDON HEIGHTS,VIC
3923,RHYLL,VIC
3925,CAPE WOOLAMAI,VIC
3925,CHURCHILL ISLAND,VIC
3925,NEWHAVEN,VIC
3925,SAN REMO,VIC
3926,BALNARRING,VIC
3926,BALNARRING BEACH,VIC
3926,MERRICKS BEACH,VIC
3926,MERRICKS NORTH,VIC
3927,SOMERS,VIC
3928,MAIN RIDGE,VIC
3929,FLINDERS,VIC
3930,KUNYUNG,VIC
3930,MOUNT ELIZA,VIC
3931,MORNINGTON,VIC
3933,MOOROODUC,VIC
3934,MOUNT MARTHA,VIC
3936,ARTHURS SEAT,VIC
3936,DROMANA,VIC
3936,SAFETY BEACH,VIC
3937,RED HILL,VIC
3937,RED HILL SOUTH,VIC
3938,MCCRAE,VIC
3939,BONEO,VIC
3939,CAPE SCHANCK,VIC
3939,FINGAL,VIC
3939,ROSEBUD,VIC
3939,ROSEBUD PLAZA,VIC
3940,CAPEL SOUND,VIC
3940,ROSEBUD WEST,VIC
3941,RYE,VIC
3941,ST ANDREWS BEACH,VIC
3941,TOOTGAROOK,VIC
3942,BLAIRGOWRIE,VIC
3943,SORRENTO,VIC
3944,PORTSEA,VIC
3945,BELLVIEW,VIC
3945,JEETHO,VIC
3945,KROWERA,VIC
3945,LOCH,VIC
3945,WOODLEIGH,VIC
3946,BENA,VIC
3950,KARDELLA SOUTH,VIC
3950,KORUMBURRA,VIC
3950,KORUMBURRA SOUTH,VIC
3950,STRZELECKI,VIC
3950,WHITELAW,VIC
3951,ARAWATA,VIC
3951,FAIRBANK,VIC
3951,JUMBUNNA,VIC
3951,KARDELLA,VIC
3951,KONGWAK,VIC
3951,MOYARRA,VIC
3951,OUTTRIM,VIC
3951,RANCEBY,VIC
3953,BERRYS CREEK,VIC
3953,BOOROOL,VIC
3953,HALLSTON,VIC
3953,KOOROOMAN,VIC
3953,LEONGATHA,VIC
3953,LEONGATHA NORTH,VIC
3953,LEONGATHA SOUTH,VIC
3953,MARDAN,VIC
3953,MOUNT ECCLES,VIC
3953,MOUNT ECCLES SOUTH,VIC
3953,NERRENA,VIC
3953,RUBY,VIC
3953,TRIDA,VIC
3953,WILD DOG VALLEY,VIC
3953,WOOREEN,VIC
3954,KOONWARRA,VIC
3956,DUMBALK,VIC
3956,DUMBALK NORTH,VIC
3956,MEENIYAN,VIC
3956,MIDDLE TARWIN,VIC
3956,MIRBOO SOUTH,VIC
3956,TARWIN,VIC
3956,TARWIN LOWER,VIC
3956,VENUS BAY,VIC
3956,WALKERVILLE,VIC
3956,WALKERVILLE NORTH,VIC
3956,WALKERVILLE SOUTH,VIC
3957,GRASSY SPUR,VIC
3957,STONY CREEK,VIC
3958,BUFFALO,VIC
3958,BUFFALO CREEK,VIC
3959,FISH CREEK,VIC
3959,HODDLE,VIC
3959,SANDY POINT,VIC
3959,WARATAH BAY,VIC
3959,WARATAH NORTH,VIC
3960,BENNISON,VIC
3960,BOOLARONG,VIC
3960,FOSTER,VIC
3960,FOSTER NORTH,VIC
3960,GUNYAH,VIC
3960,MOUNT BEST,VIC
3960,RUMBUG,VIC
3960,SHALLOW INLET,VIC
3960,TIDAL RIVER,VIC
3960,TURTONS CREEK,VIC
3960,WILSONS PROMONTORY,VIC
3960,WONGA,VIC
3960,WOORARRA WEST,VIC
3960,YANAKIE,VIC
3962,AGNES,VIC
3962,CHRISTIES,VIC
3962,GRAND RIDGE,VIC
3962,TOORA,VIC
3962,TOORA NORTH,VIC
3962,WONYIP,VIC
3962,WOORARRA,VIC
3962,WOORARRA EAST,VIC
3964,PORT FRANKLIN,VIC
3965,PORT WELSHPOOL,VIC
3966,BINGINWARRI,VIC
3966,HAZEL PARK,VIC
3966,WELSHPOOL,VIC
3967,HEDLEY,VIC
3971,ALBERTON,VIC
3971,ALBERTON WEST,VIC
3971,BALOOK,VIC
3971,BAROMI,VIC
3971,CALROSSIE,VIC
3971,DEVON NORTH,VIC
3971,GELLIONDALE,VIC
3971,HIAWATHA,VIC
3971,HUNTERSTON,VIC
3971,JACK RIVER,VIC
3971,LANGSBOROUGH,VIC
3971,MACKS CREEK,VIC
3971,MADALYA,VIC
3971,MANNS BEACH,VIC
3971,PORT ALBERT,VIC
3971,ROBERTSONS BEACH,VIC
3971,SNAKE ISLAND,VIC
3971,STACEYS BRIDGE,VIC
3971,TARRA VALLEY,VIC
3971,TARRAVILLE,VIC
3971,WON WRON,VIC
3971,YARRAM,VIC
3975,LYNBROOK,VIC
3975,LYNDHURST,VIC
3976,HAMPTON PARK,VIC
3977,BOTANIC RIDGE,VIC
3977,CANNONS CREEK,VIC
3977,CRANBOURNE,VIC
3977,CRANBOURNE EAST,VIC
3977,CRANBOURNE NORTH,VIC
3977,CRANBOURNE SOUTH,VIC
3977,CRANBOURNE WEST,VIC
3977,DEVON MEADOWS,VIC
3977,FIVE WAYS,VIC
3977,JUNCTION VILLAGE,VIC
3977,SANDHURST,VIC
3977,SKYE,VIC
3978,CARDINIA,VIC
3978,CLYDE,VIC
3978,CLYDE NORTH,VIC
3979,ALMURTA,VIC
3979,GLEN ALVIE,VIC
3979,KERNOT,VIC
3979,KORRINE,VIC
3980,BLIND BIGHT,VIC
3980,TOORADIN,VIC
3980,WARNEET,VIC
3981,BAYLES,VIC
3981,CATANI,VIC
3981,DALMORE,VIC
3981,HEATH HILL,VIC
3981,KOO WEE RUP,VIC
3981,KOO WEE RUP NORTH,VIC
3981,YANNATHAN,VIC
3984,ADAMS ESTATE,VIC
3984,CALDERMEADE,VIC
3984,CORINELLA,VIC
3984,CORONET BAY,VIC
3984,GRANTVILLE,VIC
3984,JAM JERRUP,VIC
3984,LANG LANG,VIC
3984,LANG LANG EAST,VIC
3984,MONOMEITH,VIC
3984,PIONEER BAY,VIC
3984,QUEENSFERRY,VIC
3984,TENBY POINT,VIC
3984,THE GURDIES,VIC
3987,NYORA,VIC
3988,MOUNTAIN VIEW,VIC
3988,POOWONG,VIC
3988,POOWONG EAST,VIC
3988,POOWONG NORTH,VIC
3989,ST HELIER,VIC
3990,GLEN FORBES,VIC
3991,BASS,VIC
3992,BLACKWOOD FOREST,VIC
3992,DALYSTON,VIC
3992,RYANSTON,VIC
3992,WEST CREEK,VIC
3995,ANDERSON,VIC
3995,ARCHIES CREEK,VIC
3995,CAPE PATERSON,VIC
3995,HARMERS HAVEN,VIC
3995,HICKSBOROUGH,VIC
3995,KILCUNDA,VIC
3995,LANCE CREEK,VIC
3995,NORTH WONTHAGGI,VIC
3995,POWLETT RIVER,VIC
3995,SOUTH DUDLEY,VIC
3995,ST CLAIR,VIC
3995,WATTLE BANK,VIC
3995,WONTHAGGI,VIC
3995,WOOLAMAI,VIC
3996,INVERLOCH,VIC
3996,POUND CREEK,VIC
8001,MELBOURNE,VIC
8002,EAST MELBOURNE,VIC
8003,COLLINS STREET EAST,VIC
8004,ST KILDA ROAD,VIC
8005,WORLD TRADE CENTRE,VIC
8006,ABECKETT STREET,VIC
8007,COLLINS STREET WEST,VIC
8008,ST KILDA ROAD CENTRAL,VIC
8009,FLINDERS LANE,VIC
8010,LAW COURTS,VIC
8011,LITTLE LONSDALE STREET,VIC
8012,DOCKLANDS,VIC
8045,MELBOURNE,VIC
8051,MELBOURNE,VIC
8066,MELBOURNE,VIC
8069,MELBOURNE,VIC
8070,MELBOURNE,VIC
8071,MELBOURNE,VIC
8102,MELBOURNE,VIC
8107,MELBOURNE,VIC
8111,MELBOURNE,VIC
8120,MELBOURNE,VIC
8205,MELBOURNE,VIC
8785,DANDENONG,VIC
